nodes,l,seed,a_node,int_samples,page_rank_tests,page_rank_time,page_rank_accuracy,page_rank_top_l_targets,baro_tests,baro_time,baro_accuracy,baro_top_l_targets,smooth_tests,smooth_time,smooth_accuracy,smooth_top_l_targets,mutual_info_tests,mutual_info_time,mutual_info_accuracy,mutual_info_top_l_targets,rcd_tests,rcd_time,rcd_accuracy,rcd_top_l_targets,m_igs_tests,m_igs_time,m_igs_accuracy,m_igs_top_l_targets,rcg_cpdag_tests,rcg_cpdag_time,rcg_cpdag_accuracy,rcg_cpdag_top_l_targets,rcg_dag_tests,rcg_dag_time,rcg_dag_accuracy,rcg_dag_top_l_targets
25,1,11,X16,10000,25,1.9705801010131836,0,['X23'],24,44.45290660858154,0,['X23'],25,175.69464874267578,1,['X16'],25,267.161226272583,1,['X16'],381,405.1488399505615,1,['X16'],5,2.528839111328125,0,['X23'],25,2444.374708175659,1,['X16'],25,2417.9334621429443,1,['X16']
25,1,12,X11,10000,25,1.7321157455444336,0,['X21'],24,39.89823055267334,0,['X18'],25,174.91461181640625,1,['X11'],25,262.36334896087646,1,['X11'],3052,2050.11337184906,1,['X11'],4,1.7272224426269531,0,['X12'],25,2292.8601236343384,1,['X11'],25,2353.3554821014404,1,['X11']
25,1,13,X18,10000,25,1.805917739868164,0,['X21'],24,42.423418045043945,0,['X10'],25,173.084228515625,1,['X18'],25,263.0316867828369,1,['X18'],339,398.32915115356445,1,['X18'],7,3.2924251556396484,0,['dummy_sink'],25,2439.4382009506226,1,['X18'],25,2387.139042854309,1,['X18']
25,1,14,X11,10000,25,1.1023683547973633,0,['X23'],24,25.25489044189453,0,['X12'],25,92.40535068511963,1,['X11'],25,179.39881801605225,1,['X11'],332,150.93642044067383,1,['X11'],4,1.1596508026123047,0,['X23'],25,1297.4513998031616,1,['X11'],25,1314.367335319519,1,['X11']
25,1,15,X8,10000,25,1.1579065322875977,0,['X24'],24,27.74462127685547,0,['X14'],25,99.31103324890137,1,['X8'],25,157.39362144470215,1,['X8'],781,402.5981340408325,1,['X8'],3,0.9419136047363281,0,['X14'],25,1479.478214263916,1,['X8'],25,1601.1915102005005,1,['X8']
25,1,16,X9,10000,25,1.8565196990966797,0,['X21'],24,42.643845558166504,0,['X23'],25,139.40580558776855,1,['X9'],25,229.47793006896973,1,['X9'],318,258.10434913635254,1,['X9'],5,2.035120964050293,0,['X5'],25,2300.423484802246,1,['X9'],25,2160.6573667526245,1,['X9']
25,1,17,X15,10000,25,1.1577568054199219,0,['X22'],24,26.067500114440918,0,['X6'],25,93.60866737365723,1,['X15'],25,158.43252849578857,1,['X15'],401,180.24294757843018,1,['X15'],7,2.0218353271484375,1,['X15'],25,1433.8750228881836,1,['X15'],25,1302.4740858078003,1,['X15']
25,1,18,X10,10000,25,1.8456249237060547,0,['X24'],24,45.34364891052246,0,['X5'],25,155.63395881652832,1,['X10'],25,266.06878757476807,1,['X10'],493,340.7336654663086,1,['X10'],4,2.046881675720215,1,['X10'],25,2462.7823123931885,1,['X10'],25,2367.6233196258545,1,['X10']
25,1,19,X14,10000,25,2.010080337524414,0,['X24'],24,45.125670433044434,0,['X16'],25,153.54026222229004,1,['X14'],25,273.9012155532837,1,['X14'],1090,784.9739809036255,1,['X14'],5,2.108853340148926,0,['X13'],25,2369.332148551941,1,['X14'],25,2364.105875015259,1,['X14']
25,1,20,X3,10000,25,1.7227678298950195,0,['X24'],24,43.706013679504395,0,['X23'],25,158.67318725585938,1,['X3'],25,272.6087770462036,1,['X3'],371,296.54690170288086,1,['X3'],6,2.646974563598633,1,['X3'],25,2468.4177827835083,1,['X3'],25,2458.8534631729126,1,['X3']
25,1,21,X9,10000,25,2.0048465728759766,0,['X20'],24,42.70442485809326,0,['X19'],25,160.3532419204712,1,['X9'],25,273.3377876281738,1,['X9'],232,256.5772695541382,1,['X9'],5,2.6795387268066406,1,['X9'],25,2465.8929014205933,1,['X9'],25,2417.5472116470337,1,['X9']
25,1,22,X21,10000,25,2.1258792877197266,0,['X24'],24,48.046664237976074,0,['X8'],25,166.95838451385498,1,['X21'],25,327.9947557449341,1,['X21'],461,373.08939838409424,1,['X21'],4,1.9453001022338867,0,['X12'],25,2370.843005180359,1,['X21'],25,2404.982111930847,1,['X21']
25,1,23,X19,10000,25,2.5165491104125977,0,['X24'],24,47.60677719116211,0,['X23'],25,164.43237113952637,1,['X19'],25,289.63615226745605,1,['X19'],301,290.55166816711426,1,['X19'],4,1.8746767044067383,1,['X19'],25,2168.570213317871,1,['X19'],25,2143.9345483779907,1,['X19']
