nodes,l,seed,a_node,int_samples,page_rank_tests,page_rank_time,page_rank_accuracy,page_rank_top_l_targets,baro_tests,baro_time,baro_accuracy,baro_top_l_targets,smooth_tests,smooth_time,smooth_accuracy,smooth_top_l_targets,mutual_info_tests,mutual_info_time,mutual_info_accuracy,mutual_info_top_l_targets,rcd_tests,rcd_time,rcd_accuracy,rcd_top_l_targets,m_igs_tests,m_igs_time,m_igs_accuracy,m_igs_top_l_targets,rcg_cpdag_tests,rcg_cpdag_time,rcg_cpdag_accuracy,rcg_cpdag_top_l_targets,rcg_dag_tests,rcg_dag_time,rcg_dag_accuracy,rcg_dag_top_l_targets
25,1,50,X16,1000,25,2.0090866088867188,0,['X24'],24,26.924972534179688,1,['X16'],25,132.65384769439697,1,['X16'],25,219.08609580993652,1,['X16'],164,143.4514045715332,1,['X16'],5,1.8708086013793945,0,['dummy_sink'],25,2229.53737449646,1,['X16'],25,2227.152349472046,1,['X16']
25,1,51,X5,1000,25,1.9663400650024414,0,['X23'],24,26.55014133453369,0,['X1'],25,130.30854511260986,1,['X5'],25,217.5087070465088,1,['X5'],332,189.47595977783203,1,['X5'],5,1.8003530502319336,0,['X24'],25,2151.8708181381226,1,['X5'],25,2145.6481342315674,1,['X5']
25,1,52,X21,1000,25,1.9920587539672852,0,['X23'],24,27.63174819946289,0,['X19'],25,127.4345874786377,0,['X17'],25,225.12918090820312,0,['X17'],449,273.1486692428589,0,['X17'],5,1.8336601257324219,0,['X17'],25,1556.6175155639648,1,['X21'],25,1481.728603363037,1,['X21']
25,1,53,X21,1000,25,2.207489013671875,0,['X22'],24,26.093704223632812,0,['X11'],25,130.22064208984375,1,['X21'],25,223.73570251464844,1,['X21'],155,139.00091075897217,1,['X21'],4,1.57196044921875,0,['X16'],25,2293.352306365967,1,['X21'],25,2275.189709663391,1,['X21']
25,1,54,X15,1000,25,2.340888023376465,0,['X24'],24,27.14977264404297,0,['X23'],25,138.50667667388916,1,['X15'],25,241.7204761505127,1,['X15'],337,201.25025749206543,1,['X15'],7,2.366713523864746,0,['dummy_sink'],25,1989.7656698226929,0,['X17'],25,1967.8588666915894,0,['X17']
25,1,55,X13,1000,25,2.1293725967407227,0,['X24'],24,28.68209457397461,0,['X1'],25,131.06083488464355,0,['X4'],25,223.38965797424316,0,['X4'],944,463.64727687835693,0,['X4'],6,2.0173263549804688,0,['dummy_sink'],25,2001.9414224624634,0,['X23'],25,2015.0984144210815,0,['X23']
25,1,56,X21,1000,25,1.9130115509033203,0,['X24'],24,27.083657264709473,0,['X4'],25,136.37533283233643,0,['X24'],25,226.67125034332275,0,['X24'],231,173.09292602539062,0,['X24'],5,1.7886991500854492,0,['X24'],25,1435.1116800308228,0,['X24'],25,1409.3238134384155,0,['X24']
25,1,57,X15,1000,25,2.1870670318603516,0,['X21'],24,26.087355613708496,0,['X22'],25,134.04364681243896,1,['X15'],25,218.80526638031006,1,['X15'],212,144.40594863891602,1,['X15'],5,1.700439453125,0,['dummy_sink'],25,2256.1259870529175,1,['X15'],25,2272.372325897217,1,['X15']
25,1,58,X3,1000,25,1.1949748992919922,0,['X22'],24,17.652600288391113,1,['X3'],25,84.04580402374268,1,['X3'],25,176.7430763244629,1,['X3'],112,57.162903785705566,1,['X3'],5,1.200699806213379,1,['X3'],25,1240.400393486023,1,['X3'],25,1267.463448524475,1,['X3']
25,1,59,X17,1000,25,1.1360492706298828,0,['X24'],24,17.31889820098877,0,['X16'],25,83.52766227722168,1,['X17'],25,138.7901906967163,1,['X17'],330,123.44025230407715,1,['X17'],6,1.347926139831543,1,['X17'],25,1271.056079864502,1,['X17'],25,1233.0913572311401,1,['X17']
